Manufactor,Year,Model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test
אאודי,2022, A4,1,אוטומטית,2000,בנזין,,,עמק יזרעאל,עפולה,,1,2022-09-16,2022-09-16,"אודי A4
עלייה לכביש 04 2022
יד ראשונה חדש (חברה)
204 כוח סוס 
קילומטראז בלבד 5000",nan,5000,
אאודי,2014, Q3,4,אוטומטית,2000,בנזין,,,כרמיאל והסביבה,כרמיאל,77500.0,1,2022-09-10,2022-09-10,הרכב ממש חדש במצב נדיר עם כול התוספות וגם פנוראמי הכול חדש אין מכות או שריתות חדש דנדש לרצינים בלבד בלבד מחיר מבוקש מתחת למחיר שמבקשים אחירים לפי המצב רכב אייייין כזה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גגפנוראמי מושבי עור חשמלי מגנזיום גלגלים מצב חדש חדש רכב שקת פנסים לייד קדימה אחורה תיאורה לייד גם בפנים מיוחדת צורה של הרכב מיוחדת,nan,169000,
אאודי,2018, A6,3,אוטומטית,1800,בנזין,,,גליל ועמקים,נצרת,190000.0,1,2022-09-06,2022-09-06,חדש כמו חברה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; הכול,nan,65000,
אאודי,2021, Q3,2,אוטומטית,1500,בנזין,,,תל אביב,תל אביב יפו,,1,2022-09-04,2022-09-04,אודי קיו 2 צבע לבן &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; עדיין באחריות חברה גג שמש צמיגים חדשים אוטו הצגה,nan,35000,
אאודי,2020, A6,1,אוטומטית,2000,בנזין,,,גליל ועמקים,מעלות תרשיחא,270000.0,1,2022-09-01,2022-09-01,"מציאה .....

פרטי הרכב : 
אודי A6 .
צבע אפור מטלי 
ריפוד עור
עליה לכביש 08/2020
טסט עד 17/08/23
כל התוספות האפשרויות .
2000 סמ""ק
245 כ""ס
קילומטראז' 3300 

מחיר מבוקש 370000 שח ( גמיש לרציניים ) 

טלפון : 0505078055 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גגון",nan,3300,
אאודי,2016, S3,2,אוטומטית,2000,בנזין,,,nan,דיר חנא,175000.0,1,2022-08-31,2022-08-31,"&lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; פנצים מטרקס של RS3+הגי rs3 
משבי בקט s3 חברה 
טסט עד 23/1 
קולר Apr+גזוזת רימוס 4יצות נ
קולברים v.w 
גנט OZ 19 מקורי",nan,74000,
אאודי,2021, Q3,1,אוטומטית,1499,בנזין,,,עכו - נהריה,נהריה,239000.0,1,2022-08-28,2022-08-28,"אודי Q3 Sportback 2021 מהמם לאהובי איכות חיים וקלאסה, כסאות עור, גג נפתח, מפתח חכם, תאורת לד-קסנון, תאורת אווירה, בקרת שיוט, שליטה מההגה, חיסכוני בטירוף ואמין במיוחד, יצירת קשר דרך וואטסאפ",nan,21000,
אאודי,2018, S5,2,אוטומטית,2000,בנזין,,,מושבים בשרון,כפר יעבץ,215000.0,1,2022-08-28,2022-08-28,"רכב במצב מכני מעולה הדגם המהודר.
לרציניים בלבד .
טסט לשנה מלאה
שמור בקנאות טיפולים בזמן כמו שעון.
ליצירת קשר 0504623204",nan,85000,
אאודי,2010, A3,5,אוטומטית,1595,בנזין,,,נס ציונה - רחובות,רחובות,24000.0,1,2022-08-27,2022-08-27,טסט עד 11/1/23,nan,139500,
אאודי,2016, A3,4,אוטומטית,1800,בנזין,פרטית,פרטית,nan,ג'וליס,105000.0,3,2022-08-25,2022-08-25,"אוטו חדש אין בו שריטה הדגם הכי מפואר Luxury Attraction ללא תאונות מתחייב מנוע גיר שילדה 
מושבי עור 
צמיגים בני חודשיים מישלן פילוט ספורט 5
טסט ארוך עד 28.9.23 
לעוד פרטים להתקשר",לבן,101000,
אאודי,2012, A3,4,טיפטרוניק,1400,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,1.0,7,2022-08-21,2022-08-21,"אודי ספורטבק 2012 עם חבילת אס - ליין (s-line) ופרימיום שלמה כולל גיר s-tronic העוצמתי של אודי
רכב חסכוני מאוד, מהיר מאוד ובעל תא נוסעים רחב",לבן מטאלי,124000,
אאודי,2007, A3,2,אוטומטית,2000,בנזין,,,ירושלים והסביבה,ירושלים,21000.0,1,2022-08-18,2022-08-18,"האודי a3 שנת 2007 
מנוע 2000 150 כוח סוס 
סאנרוף טסט ארוך 
יד שנייה 
עם 150 אלף קמ 
רכב במצב מצויין &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; סאנרוף",nan,150000,
אאודי,2017, A6,2,אוטומטית,1984,בנזין,,,nan,מושב צופית,,1,2022-08-16,2022-08-16,הרכב שמור מאוד ללא תאונות .,nan,102000,
אאודי,2018, TT קופה,3,אוטומטית,1800,בנזין,,,nan,דיר חנא,190000.0,1,2022-08-10,2022-08-10,רכב כחדש מטופל בזמן שמור מאוד טסט לשנה,nan,80000,
אאודי,2022, A1,1,ידנית,10000,בנזין,,,nan,עזעזל,,1,2022-08-02,2022-08-02,הרכב טוב נוסע מהר מתאים לנהגים חדשים ומכניות מרוץ ממליץ בחום &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג גרירה גלגל רזרבי,nan,19000,
אאודי,2014, A1,3,אוטומטית,1400,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,55000.0,5,2022-08-01,2022-08-01,"רכב שמור ומטופל לפי שעון
הרכב מושקע
ג׳אנטים של s1 
קליפרים אדומים
חלונות ופנסים מושחרים
צמיגים חדשים 
טסט לשנה",שחור,130000,
אאודי,2017, A1,3,אוטומטית,1400,בנזין,,,חולון - בת ים,בת ים,108000.0,1,2022-07-26,2022-07-26,"רכב במצב שמור מאוד ,מטופל בזמן ,צמיגים חדשים ,לרצינים בלבד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; רכב רמת גימור סטייל כל התוספות",nan,63000,
אאודי,2015, S3,1,טיפטרוניק,2800,בנזין,,,אשדוד - אשקלון,אשדוד,65000.0,1,2022-07-26,2022-07-26,רכב ברמה. הכל שמור מתחייבת לבדיקה . מחיר נמוך עקב עזיבת ארץ &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כל התוספות,nan,85000,
אאודי,2017, Q3,2,אוטומטית,1395,בנזין,,,חיפה וחוף הכרמל,נשר,122000.0,1,2022-07-26,2022-07-26,"רכב במצב מעולה, חדש ושמור מאוד. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; ריפודי עור שחורים ושמורים כחדשים.
גג פנורמי.
הוחלפו 4 צמיגים חדשים 
טסט הבא 1/2023",nan,,
אאודי,2018, A3,1,אוטומטית,1400,היברידי,,,תל אביב,תל אביב יפו,155000.0,1,2022-07-24,2022-07-24,"פלאג אין luxury. במצב מעולה. 64000 ק""מ. 
אחרי טיפול גדול, צמיגים חדשים. נסיעה על חשמל כ 30 ק""מ. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גג נפתח, מערכת בטיחות, בלימת חירום",nan,64000,
אאודי,2013, S5,3,אוטומטית,1984,בנזין,,,רעננה - כפר סבא,רעננה,86000.0,1,2022-07-19,2022-07-19,"רכב במצב מושלם שמור מאודדד כדאי להגיע לראות &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מים כולל משאבה וקולר חדשים - השקעה של 11,000 שקל ג'נט 20 
וו גרירה מופיע ברשיון",nan,177000,
אאודי,2015, Q3,3,אוטומטית,2000,בנזין,,,חיפה וחוף הכרמל,חיפה,105000.0,1,2022-07-16,2022-07-16,רכב שמור ומטופל.מנוע גיר שילדה 100%,nan,94000,
אאודי,2018, 100,1,אוטומטית,3000,היברידי,,,תל אביב,תל אביב יפו,320000.0,1,2022-07-16,2022-07-16,"למכירה אאודי Q7 חצי חשמל חצי דיזל
2018 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; ?+972 50-5555053?
שלומי",nan,112000,
אאודי,2015, Q3,2,אוטומטית,1984,בנזין,,,מודיעין והסביבה,שוהם,115000.0,1,2022-07-03,2022-07-03,אוודי Q5 הרכב במצב מעולה עבר טיפול לפני כחודש גמיש במחיר לרציניים בלבד &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת abs גג פנורמי כפול,nan,114000,
אאודי,2020, R8,2,אוטומטית,5204,בנזין,,,רמת גן - גבעתיים,גבעתיים,,1,2022-07-01,2022-07-01,"אאודי R8 שמורה ויפה, קילומטראז' נמוך.",nan,7642,
אאודי,2016, A1,2,אוטומטית,1000,בנזין,,,"ראשל""צ והסביבה",ראשון לציון,65900.0,1,2022-06-30,2022-06-30,"לבוא לקחת. התחייבות לקנייה חוזרת עד 5 שנים. שקיפות מלאה!!! מגוון אפשרויות מימון עד 100% כולל תשלום בצקים. נמצא בסוכנות ""גרינקאר"" בראשל""צ, רח' הרצל 28. הנחות ומחירים מיוחדים יינתנו בסניף, יחס אישי לכל לקוח שקיפות מלאה!!! מבחר ענק של רכבים נוספים ניתן לראות באתר של גרינקאר. לצאת עם רכב חדש באותו היום.",nan,,
אאודי,2022, A4,1,אוטומטית,1984,בנזין,,,רמת השרון - הרצליה,הרצליה,265000.0,1,2022-06-28,2022-06-28,"אאודי A4 יד ראשונה, במצב מצויין כחדשה, 8,500 ק""מ, שנת 2022, מחנה בחניון תת קרקעי, אחריות יצרן עד ינואר 2025, מחיר מתחת למחירון. לא לסוחרי רכב",nan,8500,
אאודי,2015, A1,3,אוטומטית,1400,בנזין,,,פתח תקוה והסביבה,פתח תקווה,60000.0,1,2022-06-23,2022-06-23,"אאודי A1 שמורה מאוד
שנת 2015
מנוע 1,400 טורבו
5 דלתות",nan,120000,
אאודי,2016, A5,2,אוטומטית,1800,בנזין,,,nan,כסרא,,1,2022-06-23,2022-06-23,None,nan,130000,
אאודי,2018, A5,1,אוטומטית,2000,בנזין,,,נתניה והסביבה,נתניה,,1,2022-06-22,2022-06-22,"Q5 אאודי 
דגם peck tech 
מנוע 2000
252סמק 
2018 עליה לכביש חודש 9 
114000 קמ 
רכב חדש כמו מהניילון 
מטופל באאודי נתניה 
הרכב אחרי טיפול 
גמיש במחיר ליד הרכב 
כל הקודם זוכה",nan,114000,
אאודי,2021, 80,1,אוטומטית,2995,בנזין,,,ירושלים והסביבה,ירושלים,595000.0,1,2022-06-20,2022-06-20,"אאודי Q8 כוח 340 ליטר 3000 4X4 שמורה מאוד, ללא תאונות, רמת גימור הכי גבוהה, נוחות נסיעה הגבוהה ביותר &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; הכל כולל כל הפינוקים",nan,30000,
אאודי,2019, A4,1,אוטומטית,1980,בנזין,,,רמת גן - גבעתיים,רמת גן,172000.0,1,2022-06-15,2022-06-15,רכב חתיך לבן /מצב מעולה כחדש /יד 1 מליסינג מימוני / נהגת עיקרית אישה /ללא תאונות,nan,40000,
אאודי,2015, A6,2,אוטומטית,3000,בנזין,פרטית,פרטית,גליל ועמקים,נצרת עילית,1.0,5,2022-06-09,2022-06-09,None,כחול מטאלי,107900,
אאודי,2019, A4,1,אוטומטית,1980,בנזין,,,רמת גן - גבעתיים,רמת גן,169000.0,1,2022-06-08,2022-06-08,"רכב במצב מעולה /נהגת עיקרת אישה /ללא תאונות /יד ראשונה מליסינג מימוני / 190 כ""ס /צבע לבן / מסירה מיידית",nan,40000,
אאודי,2001, A3,5,אוטומטית,1600,בנזין,,,חולון - בת ים,חולון,9500.0,1,2022-06-03,2022-06-03,אוטו מצב מצוין עוד היסטוריה של שנתיים של טיפולים,nan,192,
אאודי,2014, S3,3,אוטומטית,2000,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,עספיא,155000.0,7,2022-05-17,2022-05-17,"אודי s3 
שנת 2014
‏Stage 2 abr מנוע 
Stage 2 abr גיר
כוח סוס 400+
‏קילומטר 88000
יד 02
שמור ‏מאוד ‏לא חסר לו בורג
מחיר דרוש 155000 גמיש לרצינים",לבן,88000,
אאודי,2004, A6,4,אוטומטית,2400,בנזין,פרטית,פרטית,אשדוד - אשקלון,אשקלון,11500.0,5,2022-05-16,2022-05-16,"חונות מושחרים, חישוקי מגנזיום, מערכת סאב. קיים סאן רוף מושחר. בעלות קודמת פרטית-ממשפחה. כמובן חלונות חשמליים ומזגן פיקס. ריפודי עור בהירים.
רכב שמור מסטודנטית שימש כ4 שנים, כעת בשימוש אצל האחות הצעירה.",כחול בהיר מטאלי,175000,
אאודי,2015, A4,2,אוטומטית,1798,בנזין,,,חיפה וחוף הכרמל,חיפה,85000.0,1,2022-05-15,2022-05-15,"הכי יפה בארץ- 120 כס רמת גימור EXCLUSIVE
גג נפתח-טסט עד 31/122022 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מושבים מאור-גנטים-כל התוספות כולל מדיה ברמה גבוהה- חיסכונית בדלק למבינים",nan,99,
אאודי,2009, A4,3,אוטומטית,2000,בנזין,,,עמק יזרעאל,עפולה,40000.0,1,2022-04-29,2022-04-29,"211כ""ס &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; גנטים צמגים חדשים",nan,244,
אאודי,2010, A4,7,אוטומטית,1800,בנזין,פרטית,פרטית,פתח תקוה והסביבה,פתח תקווה,43000.0,3,2022-04-25,2022-04-25,הרכב מצב מכאני מעולה מסך מולטימדיה מקורי טורבו לד קסנון האוטו מפוצץ תוספות,לבן מטאלי,177000,
אאודי,2019, A4,1,אוטומטית,2000,בנזין,,,nan,כפר קרע,,1,2022-04-21,2022-04-21,אין &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; אין,nan,20000,
אאודי,2016, A3,2,אוטומטית,1400,בנזין,פרטית,פרטית,באר שבע והסביבה,באר שבע,1234.0,6,2021-12-01,2022-04-21,"אאודי A-3 דגם S-line שנת 2016 יד 01 הרכב כמעט ולא נסע ..
הנעה בכפתור סטארט סטופ
חבילה מלאה של פנסי לדים קדימה ואחורה ,
ללא תאונות או מכות , עם טסט וטיפול , הרכב עבר פוליש נראה כמו חדש (יש תיקוני צבע כמו בכל רכב) 
4 צמיגים של הנקוק
הרכב שמור מאוד ומטופל בזמן ..
לא למחפשי מחירון*
לא לסוחרים*",שחור,79000,
אאודי,2010, A3,5,אוטומטית,1800,בנזין,פרטית,פרטית,רעננה - כפר סבא,כפר סבא,42000.0,7,2022-03-29,2022-03-29,"אאודי A3 שנת 2010

ספורטבק רמת גימור שארפ עם גג נפתח כפול 

מנוע 1800 טורבו 

סטוק ללא שיפורים 

רכב שמור מטופל אך ורק במוסך מורשה 
 ורק בחלקים מקוריים לא חסר בורג

צבע שחור מהמם 

רכב שמור חונה בחנייה מקורה 

נשטף פעם בשבוע ידני

ג׳אנטים 18 מאושרים ברשיון 

צמיגים חדשים בני יומיים של רייקן 

4 רמקולים 4 טווטרים + סאב (מקורי)

נמכר עקב גיוס",שחור,159000,
אאודי,2017, A1,2,אוטומטית,1000,בנזין,פרטית,פרטית,ראש העין והסביבה,ראש העין,74000.0,4,2022-03-01,2022-03-01,"עברה עכשיו טסט לשנה קדימה 
רכב במצב שמור",לבן,123000,
אאודי,2018, A3,2,אוטומטית,1400,היבריד,פרטית,פרטית,מושבים בצפון,כפר ראש הנקרה,160000.0,15,2022-02-14,2022-02-15,"למכירה עקב מעבר לרכב חשמלי מלא
‏Audi A3 e-tron Luxury 1.4L 204hp
גם חסכונית וגם ספורטיבית, ממוצע צריכת דלק של 21 קילומטר לליטר ו0-100 קמ״ש בפחות מ-7 שניות.
עליה לכביש -סוף 4/2018
טסט עד סוף אפריל 2022
יד 02, נקנה 0קמ מצ׳פיון, ידיים פרטיות
44,000 קילומטר 
טווח חשמלי של 45 ק״מ בבמוצע, מתודלק 98
גג שמש פנורמי, תאורת לד מלאה אוטומטית, 
חיישני תאורה וגשם, keyless access, בקרת שיוט אדפטיבית עם זחילה בפקקים והיגוי אקטיבי
מראות צד חשמליות מתקפלות עם חימום למניעת אדים
בורר מצבי נהיגה (4 מצבים)
מטופל בחברה בלבד",כחול כהה מטאלי,44000,
אאודי,2013, A3,2,אוטומטית,1800,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,טירת כרמל,67000.0,7,2022-01-08,2022-01-27,רכב שמור כחדש ללא תאונות אחרי טיפול גדול וישור קו כל התוספות העברת הילוכים מהגה גג פנורמי פנסי קסנון מקורי כולל לד גנטים חיישני רוורס רכב חסכוני ומלא כוח מדהים ביופיו התחייבות מלאה בבדיקה,לבן מטאלי,180000,
אאודי,2017, TT,4,אוטומטית,1800,בנזין,פרטית,פרטית,באר שבע והסביבה,באר שבע,170000.0,5,2022-01-22,2022-01-22,"לריציניים בלבד 
רכב נקי שמור מאוד מטופל אך ורק בחברה 
הוחלף 2 ידיים במשפחה",לבן,133000,
אאודי,2012, A4,3,אוטומטית,1800,בנזין,פרטית,פרטית,גליל ועמקים,שפרעם,1000.0,6,2021-12-19,2021-12-18,None,שחור,168000,
אאודי,2004, A6,4,אוטומטית,1900,דיזל,פרטית,פרטית,אשדוד - אשקלון,קרית מלאכי,11000.0,2,2021-11-02,2021-11-02,רכב מצויין עם 242.000 ק.מ טסט לשנה וחודש עבר טיימינג ומשאבת מים לפני חצי שנה,אפור מטאלי,242000,
אאודי,2006, A6,3,אוטומטית,2400,בנזין,פרטית,פרטית,גליל ועמקים,שפרעם,35.0,5,2023-08-30,2023-08-30,"רכב אלעלאא שפרעם 
אאודי A6 , שנת 2006, מנוע 2400, יד 03 פרטי , ק""מ 346,000.",זהב,346000,
אאודי,2016, 100,4,אוטומטית,800,בנזין,פרטית,ייבוא אישי,אשדוד - אשקלון,כלנית,3.0,,2023-07-07,2023-07-07,"עבודה בבק אופיס והקלדה בימים ראשון עד חמישי (לא חובה שישי או שבת) שכר מ-250 עד 750 ש""ח ליום (תלוי כמה תעבדו), ניתן לשלוח קורות חיים למספר בוואטספ 050-6158874, ליאל",אדום מטאלי,23,
אאודי,2011, A1,3,אוטומטית,1400,בנזין,פרטית,פרטית,כרמיאל והסביבה,כרמיאל,48000.0,4,2023-02-23,2023-02-22,None,לבן פנינה,150000,
אאודי,2009, A6,3,אוטומטית,2800,בנזין,פרטית,פרטית,רמת גן - גבעתיים,בני ברק,29000.0,2,2023-01-14,2023-01-14,"רכב שמור מאוד פנימי וחיצוני התמונות מדברות ק""מ נמוך. לרציניים בלבד. גמיש קצת במעמד המכירה. כל הקודם זוכה. לא בשבת",שחור,165000,
אאודי,2023, 100,1,אוטומטית,6000,בנזין,אחר,אחר,תל אביב,תל אביב יפו,1.0,,2023-04-06,2023-04-06,"לעבודה מהבית דרושים דרושות, להקלדה, הזנת נתונים, הזנת תוכן, תמלול, כתיבה ותרגום, התחלת עבודה מיידית, שכר גבוהה! 
תלוי במשרה שתבחרו! לפרטים נוספים אפשר ליצור קשר בוואטספ 050-2322173",ירוק,1,
אאודי,2018, A4,2,אוטומטית,1400,בנזין,ליסינג,פרטית,כרמיאל והסביבה,כרמיאל,131000.0,6,2022-10-18,2022-10-18,רכב תצוגה נדיר ביופייו מבחוץ ומבפנים ק״מ מאוד נמוך שמור בקפדנות רבה בלי תאונות התחייבות מלאה בבדיקה גיר מנוע שילדה חיצוני ופנימי נדיר ביותר !! מרווחת מאוד .משפחתית אמיתית. לבוא לראות ולקחת .,שחור,65000,
אאודי,2016, A3,3,אוטומטית,1800,בנזין,פרטית,פרטית,טבריה והסביבה,מגאר,90000.0,6,2022-10-01,2022-10-01,"למכירה אודי A3 
שנת 03/2016
מנוע 1800 טורבו
180 כוח סוס
לפרטים נוספים נא להתקשר לטלפון :0502162171",לבן מטאלי,,
אאודי,2022, A5,1,אוטומטית,2000,בנזין,פרטית,פרטית,תל אביב,תל אביב יפו,1.0,4,2022-08-17,2022-08-17,"אאודי A5 קבריולט החדשה - באספקה מיידית , קיים 100% מימון",לבן,,
אאודי,2021, S8,2,ידנית,2400,דיזל,חברה,השכרה,תל אביב,תל אביב יפו,10.0,,2022-10-02,2022-10-02,"דרוש/ה נציג/ת שירות לקוחות-לא מוקד!! ללא מכירות!!שכר-48 לשעה, א-ה 8-17  הגשת מועמדות במייל - workingnowonline12@gmail.com",אפור,14,
אאודי,2018, A6,2,אוטומטית,1800,בנזין,,,nan,Nazareth illit / nof hagalil,180000.0,,2022-09-28,2022-09-28,רכב שמור היטב וחסכוני,nan,115000,
אאודי,2018, A4,2,אוטומטית,1400,בנזין,,,nan,עראבה,130000.0,,2022-09-28,2022-09-28,None,nan,90000,
אאודי,2012, A1,1,אוטומטית,1400,בנזין,,,חיפה וחוף הכרמל,חיפה,43000.0,,2022-09-23,2022-09-23,"מטופל בזמן 
חסכוני בבנזין
יש ברכב מולטימדיה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; יש אגזוזת לחץ 
מערכת מולטימדיה 
הרכב כמעט חא נסע הרבה",nan,,
אאודי,2020, Q3,1,אוטומטית,1984,בנזין,,,אשדוד - אשקלון,אשקלון,235000.0,,2022-09-19,2022-09-19,"רכב במצב מצוין, תוספת וו גרירה, דגם הכי מפואר, עבר טיפול גדול לאחרונה לפי הספר (ללא תאונות)",nan,47000,
אאודי,2021, 80,1,אוטומטית,1200,בנזין,פרטית,פרטית,תל אביב,תל אביב יפו,8000.0,,2022-09-08,2022-09-07,"דרושים דרושות לעבודה מהבית בקלדנות, כתיבה, הזנת תוכן, הזנת נתונים, תמלול, ותרגום, לפרטים נא לפנות בוואטספ למספר 050-2322173",בורדו מטאלי,10000,
אאודי,2019, 80,1,אוטומטית,2769,דיזל,,,אשדוד - אשקלון,אשקלון,,,2022-09-01,2022-09-01,הרכב שמור מאוד יש לו טסט עד חודש 6 &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מאובזר ברמה מאוד גבוהה,nan,,
אאודי,2014, S7,1,אוטומטית,2800,בנזין,,,אשדוד - אשקלון,אשדוד,55000.0,,2022-08-10,2022-08-10,רכב שמור מאוד . מחיר זול עקב עזיבת הארץ,nan,100000,
אאודי,2018, A3,1,אוטומטית,1400,חשמלי,,,תל אביב,תל אביב יפו,150000.0,,2022-07-27,2022-07-27,"Etron
דגם Luxery כל התוספות",nan,58000,
אאודי,2020, R8,1,אוטומטית,6000,בנזין,פרטית,אחר,רעננה - כפר סבא,כפר סבא,999000.0,21,2021-09-27,2022-02-06,"נדירה!!!
Sports package,,Audi R8 V10 performance quattro,,, (620 Hp) 4X4,, V10 performance,, כל התוספות האפשריות.
SELECT MOTORS יבוא אישי, ישירות מהסוכנות בח""ול, הלקוח ירשם יד 
ראשונה
!המנוע הגדול 620 כח סוס 4X4!",צהוב,11500,
אאודי,2016, A3,2,אוטומטית,1400,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,טירת כרמל,93000.0,9,2022-01-27,2022-01-27,רכב שמור ללא תיקון צבע כל התוספות חסכוני אמין מאוד עם תוספות מעל 30 אלף שקל רכב יפה אמין התחייבות בבדיקה,לבן פנינה,110000,
אאודי,2016, A6,2,טיפטרוניק,2000,בנזין,פרטית,פרטית,nan,עראבה,165000.0,,2022-06-12,2022-06-12,אודי a6 לקצרי. מטופלת בקנאות שמורה מאוד. חיצוני ופנימי חדשה לגמרי. ל,לבן מטאלי,120000,
אאודי,2009, A4,2,טיפטרוניק,1800,בנזין,,,באר שבע והסביבה,אופקים,25000.0,,2022-06-10,2022-06-10,"אאודי שמורה מאוד מצב חדש 
מתחייב בבדיקה מלאה &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; הכול מקורי",nan,200000,
אאודי,2022, 80,1,אוטומטית,800,בנזין,פרטית,פרטית,"ראשל""צ והסביבה",ראשון לציון,1.0,,2022-05-19,2022-05-19,עבודה משרדית,אדום,1,
אאודי,2015, A6,3,אוטומטית,3000,בנזין,פרטית,פרטית,נתניה והסביבה,נתניה,155000.0,,2022-05-01,2022-05-01,None,אדום,90000,
אאודי,2015, A3,2,טיפטרוניק,1400,בנזין,,,באר שבע והסביבה,באר שבע,82000.0,,2022-04-20,2022-04-20,"רכב מאוד שמור מטופל בזמן. צמיגי גודאייר, כיסאות עור אורטופדי בהזמנה אישית. אוטו חיסכוני ומהנה בנהיגה. נמכר עקב הגדלת משפחה. גמיש במחיר לרצינים בלבד. ניתן להיתקשר גם בשעות מאוחרות או לשלוח הודעות ווטסאפ &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כיסאות עור אורטופדיים",nan,72000,
אאודי,2013, R8,2,אוטומטית,1300,דיזל,פרטית,פרטית,תל אביב,תל אביב יפו,45645.0,,2022-04-10,2022-04-10,"דרושים/ות לעבודה בהקלדת נתונים, מדובר על עבודה קלה משרדית של הקלדת נתונים וטקסט לאקסל, בגדר הזנת תוכן, שכר שעתי של 47 ש""ח לשעה, נא לשלוח קורות חיים לאימייל jobtimenetwork@gmail.com",ורוד,1212,
אאודי,2023, 100,1,אוטומטית,1300,בנזין,פרטית,חברה,תל אביב,תל אביב יפו,1000000.0,,2023-11-13,2023-11-13,"דרושים/ות לעבודה מהבית, (גברים ונשים) בסוכנות לעבודה מהבית, החברה מציעה עבודות מהבית בקלדנות
הזנת תוכן, הזנת נתונים, העתק הדבק ועוד, (מספר משרה - 516832383)
תשלום בין 3-12 אלף ש""ח, אנו מציעים עבודה מהבית על מלא - פרטים בוואטספ 050-2332971🤩",אפור,,
אאודי,2022, 80,1,אוטומטית,800,דיזל,פרטית,חברה,תל אביב,תל אביב יפו,1000000.0,,2023-11-07,2023-11-07,"דרושים/ות לעבודה מהבית, (גברים ונשים) בסוכנות לעבודה מהבית, החברה מציעה עבודות מהבית בקלדנות
הזנת תוכן, הזנת נתונים, העתק הדבק ועוד, (מספר משרה - 516832383)
תשלום בין 3-12 אלף ש""ח, אנו מציעים עבודה מהבית על מלא - פרטים בוואטספ 050-2332971🤩",אדום,,
אאודי,2023, 80,1,אוטומטית,2300,בנזין,פרטית,פרטית,תל אביב,תל אביב יפו,1000.0,,2023-11-01,2023-11-01,"דרושים/ות לעבודה מהבית, (גברים ונשים) בסוכנות לעבודה מהבית, החברה מציעה עבודות מהבית בקלדנות
הזנת תוכן, הזנת נתונים, העתק הדבק ועוד, (מספר משרה - 516832383)
תשלום בין 3-12 אלף ש""ח, אנו מציעים עבודה מהבית על מלא - פרטים בוואטספ 050-2332971🤩",אדום,,173
אאודי,2014, A1,6,אוטומטית,2100,בנזין,פרטית,פרטית,תל אביב,תל אביב יפו,42.0,,2022-09-18,2022-09-18,"דרושים דרושות לעבודה מהבית בקלדנות, כתיבה, הזנת תוכן, הזנת נתונים, תמלול, ותרגום, לפרטים נא לפנות בוואטספ למספר 050-2322173",אפור,147000,
אאודי,2005, TTS,1,אוטומטית,800,דיזל,פרטית,פרטית,תל אביב,תל אביב יפו,100.0,,2022-04-12,2022-04-12,"דרושים! לעבודה באקסל, מדובר על עבודה בהזנת תוכן ונתונים שתקבלו מאיתנו! שכר שעתי גבוה + שכר בסיס, נא לשלוח קורות חיים באימייל - jobtimenetwork@gmail.com",ירוק בהיר,,
